Anson Jones to Ashbel Smith, April 4 1842
Geo. Fisher to Anson Jones, April 25 1842
Ashbel Smith to Anson Jones, May 17 1842
Ashbel Smith to Anson Jones, June 3 1842
Ashbel Smith to Anson Jones, June 3 1842
Anson Jones to Ashbel Smith, June 7 1842
Ashbel Smith to Anson Jones, June 18 1842
Ashbel Smith to Anson Jones, June 18 1842
Lord Aberdeen to Secretary of State of Texas [Jones], June 28 1842
Ashbel Smith to Anson Jones, July 3 1842
Ashbel Smith to Anson Jones, July 4 1842
Ashbel Smith to Lord Aberdeen, July 1 1842
Ashbel Smith to Anson Jones, July 11 1842
Ashbel Smith to Edward Everett, May 12 1842
Edward Everett to Ashbel Smith, May 12 1842
Edward Everett to Ashbel Smith, May 13 1842
Edward Everett to Ashbel Smith, May 13 1842
Ashbel Smith to Samuel Amory, May 13 1842
Samuel Amory to George K. Teulon, May 13 1842
Ashbel Smith to Edward Everett, May 13 1842
Edward Everett to Ashbel Smith, May 15 1842
Ashbel Smith to Edward Everett, May 16 1842
A^bel Smith to Lord Aberdeen, May 21 1842
Ashbel Smith to Lord Aberdeen, May 27 1842
Lord Aberdeen to Ashbel Smith, May 30 1842
M. P. Russell to Ashbel Smith, June 4 1842
Ashbel Smith to James Reily, June 6 1842
Ashbel Smith to Geo. S. Mcintosh, June 7 1842
Ashbel Smith to Lord Aberdeen, June 14 1842
M. P. Russell to Ashbel Smith, June 15 1842
Lord Aberdeen to Ashbel Smith, June 17 1842
Ashbel Smith to Geo. S. Mcintosh, June 20 1842
Ashbel Smith to Lord Aberdeen, June 24 1842
lx)rd Aberdeen to Ashbel Smith, June 25 1842
Ashbel Smith to M. P. Russell, June 22 1842
Joseph Hume to Ashbel Smith, June 29 1842
Lachlin M. Rate to Ashbel Smith, June 29 1842
M. P. Russell to Ashbel Smith, June 30 1842
William Kennedy to Ashbel Smith, June 30 1842
Arthur Ikin to Ashbel Smith, July 1 1842
Ashbel Smith to Arthur Ikin, July 2 1842
Fox Sons & Co. to Ashbel Smith, July 2 1842
Ashbel Smith to Lord Aberdeen, July 4 1842
Gabriel Shaw to Ashbel Smith, July 5 1842
Ashbel Smith to Joseph Hume, July 5 1842
Ashbel Smith to Lachlin M. Rate, July 7 1842
Wm. Pringle to Ashbel Smith, July 8 1842
Ashbel Smith to Wm. Pringle, July 8 1842
Lachlin M. Rate to Ashbel Smith, July 8 1842
Certificate of Exchange of Ratification of Convention as to Debt be- 
tween Texas and Great Britain, June 28 1842
Ashbel Smith to Anson Jones, July 12 1842
Ashbel Smith to Anson Jones, August 13 1842
Ashbel Smith to Wm. Pringle, July 31 1842
Wm. Pringle to Ashbel Smith, August4 1842
Wm. Pringle to Ashbel Smith, August 5 1842
G. W. Terrell to Ashbel Smith, August 20 1842
Charles Elliot to Secretary of State [Jones], August 23 1842
G. W. Terrell to Charles Elliot, August 29 1842
G. W. Terrell to Lord Aberdeen, August 30 1842
Ashbel Smith to Lord Aberdeen, August 15 1842
Charles Elliot to G. W. Terrell, September 10 1842
Joseph Waples to Charles Elliot, September 14 1842
Ashbel Smith to Anson Jones, September 19 1842
Ashbel Smith to Lord Aberdeen, September 14 1842
Ashbel Smith to H. U. Addington, September 14 1842
Ashbel Smith to Texan Consuls, undated 1018 
Ashbel Smith to Anson Jones, September 19 1842
Ashbel Smith to Lord Aberdeen, September 19 1842
Charles Elliot to Anson Jones, September 26 1842
Ashbel Smith to Anson Jones, October 3 1842
Ashbel Smith to Anson Jones, October 3 1842
James Hamilton to Anson Jones, October 5 1842
Ashbel Smith to Anson Jones, October 17 1842
Ashbel Smith to Anson Jones, October 19 1842
Lord Aberdeen to Ashbel Smith, July 16 1842
Lord Aberdeen to Ashbel Smith, September 21 1842
Lord Aberdeen to Ashbel Smith, September 27 1842
Ashbel Smith to Lord Aberdeen, October 10 1842
Charles Elliot to G. W. Terrell, October 31 1842
James Hamilton to Anson Jones, November 25 1842
James Hamilton to Anson Jones, November 25 1842
James Hamilton to Lords of the Treasury, undated. 1048 
H. U. Addington to James Hamilton, August 19 1842
James Hamilton to Senior Officer of British Navy, August 23 1842
G. W. Terrell to Charles Elliot, Decembers 1842
G. W. Terrell to Ashbel Smith, December 7 1842
Charles Elliot to G. W. Terrell, December 13 1842
Anson Jones to Sam Houston, December 24 1842
Anson Jones to Charles Elliot, December 24 1842
Ashbel Smith to Anson Jones, December 30 1842
Lord Aberdeen to Ashbel Smith, November 8 1842
Ashbel Smith to Lord Aberdeen, December 10 1842
Ashbel Smith to Lord Aberdeen, December 12 1842
. Ashbel Smith to Lachlin M. Rate, December 24 1842
Charles Elliot to Anson Jones, January 17 1843
Anson Jones to Ashbel Smith, January 18 1843
Anson Jones to Ashbel Smith, January 19 1843
Anson Jones to Ashbel Smith, January 23 1843
Charles Elliot to Anson Jones, February 7 1843
Sam Houston to Charles Elliot, May 6 1843
Anson Jones to Ashbel Smith, May 8 1843
Charles Elliot to Anson Jones, June 10 1843
Percy W. Doyle to Charles Elliot, May 27 1843
Anson Jones to Charles Elliot, June 15 1843
Anson Jones to Ashbel Smith, June 15 1843
Ashbel Smith to Wm. Henry Daingerfield, June 16 1843
Ashbel Smith to Anson Jones, June 16 1843
Charles Elliot to Anson Jones, June 18 1843
Anson Jones to Charles Elliot, June 28 1843
Ashbel Smith to Wm. Henry Daingerfield, June 28 1843
Ashbel Smith to Anson Jones, July 2 1843
Ashbel Smith to Isaac Van Zandt, January 25 1843
Ashbel Smith to Isaac Van Zandt, January 25 1843
Ashbel Smith to Anson Jones, July 3 1843
Ashbel Smith to Wm. Henry Daingerfield, July 6 1843
Ashbel Smith to Wm. Henry Daingerfield, July 11 1843
Ashbel Smith to Wm. Henry Daingerfield, July 17 1843
Aahbel Smith to Anson Jones, July 21 1843
Charles Elliot to Anson Jones, July 24 1843
Anson Jones to Charles Elliot, July 30 1843
Ashbel Smith to Anson Jones, July 31 1843
Charles Elliot to Anson Jones, August 17 1843
Anson Jones to Ashbel Smith, August 20 1843
Ashbel Smith to Anson Jones, August 22 1843
Baron de Cetto to Ashbel Smith, August 15 1843
Ashbel Smith to Baron de Cetto, August 21 1843
Charles Elliot to Anson Jones, August 28 1843
Anson Jones to Charles Elliot, September 4 1843
Anson Jones to Charles Elliot, September 4 1843
Charles Elliot to Anson Jones, September 15 1843
Anson Jones to Charles Elliot, September 16 1843
Anson Jones to Charles Elliot, September 19 1843
Ashbel Smith to Anson Jones, September 20 1843
Ashbel Smith to Lord Aberdeen, August 10 1843
Charles Elliot to Anson Jones, September 28 1843
Anson Jones to Ashbel Smith, September 30 1843
Charles Elliot to Anson Jones, October 28 1843
Charles Elliot to Anson Jones, November 15 1843
Ashbel Smith to Anson Jones, November 29 1843
Edwaid Everett to Ashbel Smith, October 24 1843
Ashbel Smith to Edward Everett, October 31 1843
Charles Elliot to Anson Jones, January 4 1844
Anson Jones to Charles Elliot, February 16 1844
Anson Jones to Charles Elliot, February 19 1844
Charles Elliot to Anson Jones, March 22 1844
Charles Elliot to Anson Jones, March 22 1844
Ashbel Smith to Anson Jones, June 18 1844
Ashbel Smith to Anson Jones, June 24 1844
Anson Jones to Ashbel Smith, July 14 1844
Ashbel Smith to Anson Jones, July 31 1844
Holford & Co. to Ashbel Smith, undated 1159 
Holford & Co. to Ashbel Smith, July 21 1842
Anson Jones to Ashbel Smith, August 1 1844
Ashbel Smith to Anson Jones, September 27 1844
Ashbel Smith to Anson Jones, October 4 1844
William Kennedy to Anson Jones, October 21 1844
Anson Jones to G. W. Terrell, October 29 1844
Anson Jones to William Kennedy, October 30 1844
William Kennedy to Anson Jones, November 8 1844
John Hall to William Kennedy, November 13 1844
Ebenezer Allen to William Kennedy, December 23 1844
G. W. Terrell to Ashbel Smith, January 21 1845
G. W. Terrell to Wm. Henry Daingerfield, January 21 1845
G. W. Terrell to Ashbel Smith, January 27 1845
G. W. Terrell to Ashbel Smith, February 13 1845
Charles Elliot to Ashbel Smith, February 27 1845
G. W. Terrell to Wm. Henry Daingertield, March 22 1845
G. W. Terrell to Ashbel Smith, May 3 1845
G. W. Terrell to Lord Clarendon, May 5 1845
G. W.Terrell to Ashbel Smith, May 9 1845
Ebenezer Allen to Ashbel Smith, May 10 1845
Ashbel Smith to Ebenezer Allen, May 17 1845
Ashbel Smith to Secretary of State [Allen], June 3 1845
Ebenezer Allen to Ashbel Smith, July 2 1845
Ebenezer Allen to Charles Elliot, July 10 1845
Charles Elliot to Ebenezer Allen, January 4 1846
Lord Aberdeen to Charles Elliot, December 3 1845
Ebenezer Allen to Charles Elliot, February 4 1846
J. Pinckney Henderson to R. A. Irion, June 2 1838
J. Pinckney Henderson to Count Mol^, April 28 1838
J. Pinckney Henderson to Count Mol^, May 26 1838
Count Mol6 to J. Pinckney Henderson, May 29 1838
J. Pinckney Henderson to Count Mol6, June 1 1838
R. A. Irion to J. Pinckney Henderson, August 7 1838
R. A. Irion to J. Pinckney Henderson, September 7 1838
J. Pinckney Henderson to R. A. Irion, October 5; 1838 1220 
J. Pinckney Henderson to Count Mol^, August 16 1838
J. Pinckney Henderson to Count Mol6, September 26 1838
Count Mol6 to J. Pinckney Henderson, September 30 1838
J. Pinckney Henderson to Count Mol^, October 1 1838
J. Pinckney Henderson to Secretary of State [Irion], October 28 1838
J. Pinckney Henderson to R. A. Irion, October 28 1838
J. Pinckney Henderson to Mirabeau B. Lamar, October 28 1838
J. Pickney Henderson to Secretary of State [Irion], November 12 1838
Count Mol6 to J. Pinckney Henderson, November 2 1838
J. Pinckney Henderson to Count Mol6, November 7 1838
J. Pinckney Henderson to Count Mol6, November 12 1838
J. Pinckney Henderson to Secretary of State [Irion], November 23 1838
J. Pinckney Henderson to Secretary of State [Bee], January 26 1839
J. Pinckney Henderson to Mirabeau B. Lamar, February 26 1839
J. Pinckney Henderson to Barnard E. Bee, February 27 1839
J. Pinckney Henderson to Barnard E. Bee, March 10 1839
Abb6 Anduz6 to Mirabeau B. Lamar, April 18 1839
James Webb to Abb6 Anduz6, April 25 1839
James Webb to Admiral Baudin, April 25 1839
J. Pinckney Henderson to James Webb, April 28 1839
J. Pinckney Henderson to James Webb, April 28 1839
J. Pinckney Henderson to James Webb, May 14 1839
J. Pinckney Henderson to Secretary of State [Burnet], June 13 1839
Hamilton and Burnley to Mirabeau B. Lamar, June 22 1839
James Hamilton to David G. Burnet, June 22 1839
J. Pinckney Henderson to Secretary of State, July 26 1839
J. Pinckney Henderson to Secretary of State, July 26 1839
J. Pinckney Henderson to Secretary of State [Burnet], August 5 1839
Lewis Cass to J. Pinckney Henderson, August 3 1839
David G. Burnet to James Hamilton, August 10 1839
J. Pinckney Henderson to David G. Burnet, August 20 1839
J. Pinckney Henderson to Secretary of State [Burnet], October 16 1839
Abner S. Lipscomb to James Hamilton, February 24 1840
A. de Saligny to Abner S. Lipscomb, March 6 1840
James Hamilton to Mirabeau B. Lamar, March 24 1840
A. T. Burnley to Mirabeau B. Lamar, January 30 1841
James Hamilton to Abner S. Lipscomb, February 1 1841
James Hamilton to M. Guizot, January 21 1841
James Hamilton to Abner S. Lipscomb, February 7 1841
James Hamilton to Henry Castro, February 11 1841
A. de Saligny to Secretary of State [Mayfield], February 19 1841
James S. Mayfield to A. de Saligny, February 20 1841
A. de Saligny to James S. Mayfield, February 21 1841
James S. Mayfield to A. de Saligny, February 22 1841
Henry J. Jewett to James S. Mayfield, February 22 1841
A. de Saligny to James S. Mayfield, February 23 1841
James S. Mayfield to A. de Saligny, February 23 1841
A. de Saligny to James S. Mayfield, February 24 1841
James S. Mayfield to A. de Saligny, February 25 1841
A. de Saligny to James S. Mayfield, February 28 1841
James Hamilton to Abner S. Lipscomb, March 3 1841
James S. Mayfield to A. de Saligny, March 15 1841
A . de Saligny to James S. Mayfield , March 21  1841
A. de Saligny to James S. Mayfield, March 25 1841
James S. Mayfield to A. de Saligny, March 29 1841
A. de Saligny to James S. Mayfield, March 31 1841
James S. Mayfield to Thos. Gales Forster, April 3 1841
James S. Mayfield to Wm. Henry Daingerfield, April 3 1841
James S. Mayfield to A. de Saligny, April 5 1841
James S. Mayfield to Geo. S. Mcintosh, April 8 1841
James S. Mayfield to Henry J. Jewett, April 25 1841
James S. Mayfield to Geo. S. Mcintosh, May 12 1841
Wm. Sevey to James S. Mayfield, March 29 1841
James H. Starr to Wm. Sevey, August 4 1840
Thos. Gales Forster to James S. Mayfield, April 4 1841
Henry J. Jewett to James S. Mayfield, February 24 1841
Information given by Henry J. Jewett to A. Hutchinson, February 22, 
James S. Mayfield to Henry J. Jewett, February 20 1841
A. Hutchinson to James S. Mayfield, February 23 1841
James Hamilton to Mirabeau B. Laniar, May 17 1841
Nathaniel Amory to James Hamilton, May 15 1841
Nathaniel Amory to Geo. S. Mcintosh, May 30 1841
Nathaniel Amory to James Hamilton, May 30 1841
James Hamilton to James S. Mayfield, July 16 1841
James Hamilton to M. Guizot, July 12 1841
James Hamilton to James S. Mayfield, July 22 1841
James Hamilton to M. Guizot, July 21 1841
Geo. S. Mcintosh to Secretary of State [Roberts], September 8 1841
Geo. S. Mcintosh to M. Guizot, July 4 1841
Geo. S. Mcintosh to M. Guizot, August 12 1841
M. Guizot to Geo. S. Mcintosh, August 18 1841
Geo. S. Mcintosh to M. Guizot, September 3 1841
Samuel A. Roberts to Geo. S. Mcintosh, September 26 1841
Geo. S. Mcintosh to James S. Mayfield, November 15 1841
A. de Saligny to Anson Jones, January 16 1842
Anson Jones to George S. Mcintosh, January 20 1842
Anson Jones to Ashbel Smith, February 5 1842
Anson Jones to A. de Saligny, March 2 1842
Ashbel Smith to Anson Jones, March 15 1842
Ashbel Smith to Anson Jones, March 16 1842
A. de Saligny to Anson Jones, April 29 1842
Alleye de Cyprey to A. de Saligny, December 30 1840
A. Gloux to Alleye de Cyprey, December 19 1840
Declaration of Wyse as to goods shipped on Santa Maria, October 28 1840
Wm. Henry Daingerfield to Secretary of State [Jones], May 17 1842
A. de Saligny to Sam Houston, June 6 1842
Memorandum relative to Saligny 's investments in Texan bonds 1368 
A. de Saligny to Anson Jones, June 7 1842
Sam Houston to A. de Saligny, June 8 1842
Anson Jones to A. de Saligny, June 8 1842
A. de Saligny to Anson Jones, June 20 1842
Ashbel Smith to Geo. S. Mcintosh, May 12 1842
Ashbel Smith to Theodore Barbey, May 13 1842
Geo. S. Mcintosh to Ashbel Smith, May 18 1842
Henry Castro to Ashbel Smith, May 23 1842
Ashbel Smith to Geo. S. Mcintosh, June 1 1842
Henry Castro to Ashbel Smith, June 4 1842
Henry Castro to Ashbel Smith, June 12 1842
Henry Castro to Ashbel Smith, June 15 1842
Theodore Barbey to Ashbel Smith, June 28 1842
Henry Castro to Ashbel Smith, June 28 1842
Geo. S. Mcintosh to Ashbel Smith, June 29 1842
Ashbel Smith to Theodore Barbey, June 30 1842
Sam Houston to Ashbel Smith, July 15 1842
Ashbel Smith to Anson Jones, August 1 1842
Ashbel Smith to Anson Jones, August 15 1842
Ashbel Smith to Anson Jones, August 31 1842
Ashbel Smith to M. Guizot, August 15 1842
Ashbel Smith to Anson Jones, October 21 1842
Ashbel Smith to Anson Jones, October 31 1842
Aflbbel Smith to Anaon Jones, November 2 1842
Ashbel Smith to Anson Jones, November 11 1842
Ashbel Smith to Anson Jones, November 12 1842
Ashbel Smith to Anson Jones, November 13 1842
M. Guizot to Ashbel Smith, August 22 1842
Ashbel Smith to M. Guisot, November 4 1842
M. Guizot to Ashbel Smith, November 8 1842
Ashbel Smith to M. Guizot, November 10 1842
Ashbel Smith to Anson Jones, November 30 1842
G. W. Terrell to Ashbel Smith, December 10 1842
Anson Jones to Ashbel.Smith, December 23 1842
Anson Jones to Ashbel Smith, December 26 1842
Anson Jones to Al. Bourgeois, December 26 1842
Ashbel Smith to Anson Jones, December 30 1842
Ashbel Smith to Anson Jones, January 11 1843
Viscount J. de Cramayel to Anson Jones, January 16 1843
Ashbel Smith to Anson Jones, January 28 1843
Viscount J. de Cramayel to Anson Jones, January 28 1843
Anson Jones to Viscount J. de Cramayel, February 9 1843
Anson Jones to Viscount J. de Cramayel, February 22 1843
Secretary of State [Jones] to Ashbel Smith, February 26 1843
Viscount J. de Cramayel to Anson Jones, March —  1843
Ashbel Smith to Anson Jones, March 31 1843
Ashbel Smith to Anson Jones, April 11 1843
Ashbel Smith to M. Guizot, February 19 1843
M. Guizot to Ashbel Smith, February 28 1843
Ashbel Smith to M. Guizot, March 6 1843
Ashbel Smith to M. Guizot, March 30 1843
M. Guizot to Ashbel Smith, April 8 1843
Ashbel Smith to M. Guizot, April [4] 1843
Ashbel Smith to Anson Jones, April 15 1843
Ashbel Smith to Anson Jones, April 27 1843
M. Guizot to Ashbel Smithy undated i 1442 
Ashbel Smith to M. Guizot, April 25 1843
Henry Castro to Ashbel Smith, March 5 1843
Ashbel Smith to Henry Castro, March 23 1843
Sam Houston to Viscount J. de Cramayel, May 6 1843
Anson Jones to Viscount J. de Cramayel, May 17 1843
Viscount J. de Cramayel to Anson Jones, June 10 1843
Wm. Henry Daingerfield to Ashbel Smith, June 12 1843
Anson Jones to Viscoimt J. de Cramayel, June 15 1843
Ashbel Smith to Anson Jones, June 16 1843
M. Guizot to Ashbel Smith, April 28 1843
M. Guizot to Ashbel Smith, May 8 1843
Wm. Henry Daingerfield to Ashbel Smith, June 17 1843
Anson Jones to Ashbel Smith, June 21 1843
James Hamilton to Anson Jones, June 27 1843
A. Somervell to M. C. Hamilton, June 27 1843
Wm. Henry Daingerfield to Anson Jones, June 28 1843
Viscount J. de Cramayel to Anson Jones, July 20 1843
Wm. Henry Daingerfield to Secretary of State Jones, July 31 1843
Ashbel Smith to Anson Jones, August 15 1843
Ashbel Smith to M. Guizot, August 23 1843
Asbbel Smith to Anson Jones, September 19 1843
Viscount J. de Cramayel to Anson Jones, September 30 1843
Sam Houston to Anson Jones, October 6 1843
Ashbel Smith to Anson Jones, October 14 1843
Al. Bourgeois to Ashbel Smith, October 8 1843
Charles de Castell to Al. Bourgeois, September 26 1843
Ashbel Smith to Al. Bourgeois, October 3 1843
Anson Jones to Viscount J. de Cramayel, October 20 1843
Ashbel Smith to Anson Jones, October 30 1843
Wm. Henry Daingerfield to Ashbel Smith, November 8 1843
Ashbel Smith to Anson Jones, December 30 1843
Ashbel Smith to Anson Jones, January 29 1844
Ashbel Smith to Anson Jones, February 26 1844
•Anson Jones to Ashbel Smith, March 26 1844
Ashbel Smith to Anson Jones, May 6 1844
Ashbel Smith to Anson Jones, June 2 1844
Ashbel Smith to Anson Jones, August 13 1844
Ashbel Smith to Anson Jones, October 16 1844
Ashbel Smith to Anson Jones, November 13 1844
M. Guizot to Anson Jones, December 4 1844
A. de Saligny to Ashbel Smith, March 4 1845
Ashbel Smith to A. de Saligny, March 13 1845
G. W. Terrell to Ashbel Smith, March 18 1845
Terrell's address to the King of France, undated 1496 
Reply of the King of France to Terrell's address, undated 1497 
G . W. TerreU to M. Guizot, March 15 1845
Ashbel Smith to A. de Saligny, March 21 1845
A. de Saligny to Ebenezer Allen, January 14 1846
Ebenezer Allen to A. de Saligny, February 10 1846
Ashbel Smith to Washington Irving, September 7 1842
Ashbel Smith to Anson Jones, September 8 1842
Ashbel Smith to General Sancho, September 7 1842
Anson Jones to Ashbel Smith, February 16 1843
Ashbel Smith to Martinez de La Rosa, February 1844
Wm. Henry Daingerfield to Lachlin M. Rate, January 26 1845
Wm. Hienry Daingerfield to Baron Roenne, January 27 1845
Wm. Henry Daingerfield to G. W. Terrell, February 5 1845
James Hamilton to Abner S. Lipscomb, September 10 1840
James Hamilton to Abner S. Lipscomb, January 4 1841
James Hamilton to Secretary of State [Roberts], November 3 1841
Anson Jones to Victor Pirson, March 4 1842
Wm. Henry Daingerfield to Anson Jones, May 16 1843
Wm. Henry Daingerfield to Count d' Alviella, December 14 1843
James Hamilton to Abner S. Lipscomb, July 3 1840
Abner S. Lipscomb to James Hamilton, September 15 1840
James Hamilton to Abner S. Lipscomb, October 3 1840
Anson Jones to Wm. Henry Daingerfield, March 26 1842
Anson Jones to James Hamilton, June 4 1842
Anson Jones to Wm. Henry Daingerfield, January 20 1843
Henry Castro to Anson Jones, October 25 1843
Anson Jones to Wm. Henry Daingerfield, July 14 1844
Wm. Henry Daingerfield to Lachlin M. Rate, December 12 1844
Wm. Henry Daingerfield to Anson Jones, February 3 1843
Anson Jones to Wm. Henry Daingerfield, February 20 1843
Wm. Henry Daingerfield to Anson Jones, September 25 1843
Wm. Henry Daingerfield to V. Rumpff, January 5 1844
Wm. Henry Daingerfield to Ashbel Smith, February 14 1844
Wm. Henry Daingerfield to V. Rumpff, March 17 1844
Wm. Henry Daingerfield to V. Rumpff, March 27 1844
Wm. Henry Daingerfield to Anson Jones, April 20 1844
Wm. Henry Daingerfield to Anson Jones, July 28 1844
Wm. Henry Daingerfield to Senator Gildmeister, December 21 1844
R. Sieveking to Wm. Henry Daingerfield, January 13 1845
Wm. Henry Daingerfield to G. W. Terrell, January 14 1845
Ashbel Smith to Wm. Henry Daingerfield, February 13 1845
Wm. Henry Daingerfield to Ebenezer Allen, July 1 1845
Wm. Henry Daingerfield to Ashbel Smith, July 1 1845
Wm. Henry Daingerfield to R. Sieveking, October 1 1845
Wm. Henry Daingerfield to Ebenezer Allen, February 2 1846
